,avg_cv_balanced_accuracy,case,dim_red,avg_cv_geometric_mean,avg_cv_f1,avg_cv_fit_time,model_name,avg_cv_predict_time
176,0.5457866874298778,ternary_negneu,LDA,0.507846501588764,0.5215617740027849,0.015998315811157227,SGD+PassAgg,0.0
177,0.5484839497997036,ternary_negneu,LDA,0.5127833602353034,0.5317839641082832,0.028487396240234376,SGD+Ridge,0.0
178,0.5467464365223984,ternary_negneu,LDA,0.5102295585777824,0.5288477046801613,0.0316162109375,SGD+SGD,0.0
179,0.5486472400303775,ternary_negneu,LDA,0.5163310327291097,0.5272867332341697,1.4349713325500488,SGD+SVC,0.015624141693115235
180,0.5371132943858311,ternary_negneu,LDA,0.5033051867082057,0.5062464013269559,2.671496343612671,SVC+Bagging,0.03616724014282227
181,0.48977942910911987,ternary_negneu,LDA,0.0,0.20617551348030255,2.5220972061157227,SVC+Dummy,0.02500452995300293
182,0.5370380781782029,ternary_negneu,LDA,0.5016653068809739,0.5092707721549609,3.1489120006561278,SVC+ExtraTrees,0.08538246154785156
183,0.547896653705046,ternary_negneu,LDA,0.5127596743698201,0.5275742012171362,2.5314693927764895,SVC+LDA,0.02500452995300293
184,0.5476072974177761,ternary_negneu,LDA,0.5125146482107973,0.5269734885998214,2.543963098526001,SVC+LogReg,0.02500452995300293
185,0.5480275355236693,ternary_negneu,LDA,0.513966447447104,0.5261470624188808,4.012871646881104,SVC+MLP,0.03437938690185547
186,0.5448595821556579,ternary_negneu,LDA,0.5046629444423678,0.5193424163111254,2.5220972061157227,SVC+PassAgg,0.02500452995300293
187,0.5474418078574904,ternary_negneu,LDA,0.509861899794762,0.5295707521782791,2.5345862865448,SVC+Ridge,0.02500452995300293
188,0.5458359131095959,ternary_negneu,LDA,0.5073703887988754,0.5267941572003609,2.5377151012420653,SVC+SGD,0.02500452995300293
189,0.5475885496274276,ternary_negneu,LDA,0.5134894077252896,0.5251352860598633,3.9410702228546146,SVC+SVC,0.040628671646118164
